,Acinar,Alpha,Beta,Delta,Ductal,Endothelial,Gamma,MHCII,Mast,Pancreatic Stellate
MPZL1,1.595157707437979e-06,1.882812718580451e-37,9.612509904245968e-10,2.1758723940309213e-05,1.2238456496547474e-73,0.00014541450843032818,0.42448121031076963,0.929137968137077,0.0377896148071681,2.356929780195871e-10
TUBB2A,1.9832999476215182e-43,6.450604903378285e-128,0.5639753207782874,5.701742684076086e-05,1.050671709368129e-13,0.5269064002008894,4.608573766687397e-36,0.9999510164979749,0.369183573812812,0.8247594377784703
GOLGA8CP,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
MINOS1,2.0850002328568543e-19,0.00033712426379547457,0.05604092132768936,0.02229938171972542,0.00038906724518401366,0.3619038253784364,0.04911328003892788,0.9999510164979749,0.999670996610969,0.998933473743147
LINC01132,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
CUL4A,0.99875358821529,0.9617298685344362,0.999519512745119,0.42416299556464393,0.0017209003438770972,0.5073063326908428,0.07746041409994331,0.9999510164979749,0.28288084125075164,0.18036785742591746
PDGFA,3.456349894541446e-54,3.929802537176369e-47,1.2296490861452727e-06,0.09252334042032613,2.9888509145188963e-16,1.8612335634489473e-06,0.015567885634568259,0.3084591535819201,0.11538696195877952,0.0011318555872324165
SCARNA5,0.6158663491478993,0.9984213551874129,0.999519512745119,1.0,0.8486750021354712,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
PTCRA,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LOC729987,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
MIR4706,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
SNORD54,0.747460373615276,0.7320751979218255,0.999519512745119,1.0,0.7204915485091881,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
MARVELD3,1.011121814723791e-22,7.070038683901491e-08,1.1229365341661748e-07,0.203264829837918,3.148672817322598e-33,0.05602790433050083,0.0005095746492103108,0.9999510164979749,0.3809496290154239,6.771330089738858e-06
SMYD5,0.0002922955135797539,3.015115780538083e-05,0.07384906558607,0.38447338604026793,2.2631799794827764e-13,0.8329835061624601,0.005643934047819104,0.9999510164979749,0.8549036518571378,0.08076466846403284
CCDC94,0.0005887411564798959,0.026987505988017062,0.27622437655002585,0.5467517818620777,5.883282617764509e-05,0.9991874004493209,0.07174524152911026,0.9999510164979749,0.7104664979848392,0.998933473743147
UBL5,1.4753548104077368e-25,2.5889966281717603e-15,0.031474511321510176,0.10320044308520715,0.47519957318072975,0.9908259695050412,0.9970714750338335,0.9999510164979749,0.999670996610969,6.374224151631632e-06
LRRC70,0.99875358821529,0.9679644311150392,0.999519512745119,1.0,0.9989930693096231,0.042863704259664334,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LOC102724050,0.99875358821529,0.9617298685344362,0.999519512745119,1.0,0.9970662459657272,0.8032193961916925,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
PASD1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
ZNF492,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.30086150879681334,0.9991874004493209,0.8222840796201946,0.9999510164979749,0.999670996610969,0.998933473743147
LINC01225,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
MLH1,0.9393897569656428,0.22211669164742898,0.6172205465539463,1.0,0.47909937839176153,0.326016673914601,0.6897284753419424,0.9999510164979749,0.3819131770741619,0.2518038089560977
FUBP1,0.00015366893160895194,0.8998458092439195,0.6052515002215187,1.0,0.2872911687192894,0.9991874004493209,0.0008684889915971294,0.8588078235798093,0.1064239340745715,0.31777146838979775
FAM83G,0.6374493188056157,2.5905788273661552e-05,0.03223719461664054,0.459175292461642,1.7928515955481972e-37,0.9922089169732234,3.0062521617695185e-05,0.9999510164979749,0.9204682742671544,0.2693978271976529
NEK10,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LOC102577424,0.5204282869703227,0.43096505221788434,5.769191246915245e-06,0.9520475927080677,0.23320246043327914,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.9564630489058182
SNN,1.7897010162655242e-19,1.244148849890584e-27,0.07239352796943486,0.06980601274518333,7.757712149959637e-32,0.9991874004493209,0.8743599454933895,0.053763747382382016,0.999670996610969,0.14833453337632602
CLN6,0.00010235488987355153,3.278044654883945e-06,0.4951667431001345,0.13706879151317378,1.1321609675553994e-19,0.33321074994607786,4.642268621936314e-06,0.774071127064607,0.35750582597585634,0.3971176756314014
INHA,5.5681228796061826e-18,0.016847920461266826,0.6656839618727384,1.0,0.5302723222289959,0.9991874004493209,0.9076712139750686,0.9999510164979749,0.999670996610969,0.998933473743147
MESDC2,1.017273650991405e-06,1.718723644801253e-15,0.9749669798726857,0.06849433779263006,3.23592434171149e-06,0.9991874004493209,0.9245782225223793,0.9999510164979749,0.13276386116193475,2.3182822362580337e-08
LOC90246,0.00019266609771641572,0.4333993445974219,0.999519512745119,1.0,0.791160988591786,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
C1orf141,0.99875358821529,0.3400562013465296,0.999519512745119,1.0,0.7143585848334043,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
GPR119,8.82486904626643e-19,2.6816094254591005e-150,2.4189161002149803e-10,1.1505801676219224e-08,2.5028510978273373e-42,0.04486299309435551,0.706187563175937,0.9999510164979749,0.35750582597585634,5.430575836466425e-06
IVD,0.9588536885224594,0.0027232432424385356,0.05035578237013969,0.263071966228024,2.2001816113804136e-08,0.4935457206386017,0.009086281725419075,0.9999510164979749,0.0010226137628236859,0.007244827622727115
PRKAB2,0.7147533580908528,0.39043889174055274,0.05703593863826869,1.0,0.2901569456395516,0.2263881930792149,0.10265775759986061,0.9999510164979749,0.4737666245979689,0.1987416122690064
C8orf87,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
SNX2,0.00030695202041743764,1.5837940514504944e-06,0.0015139363868870465,0.010793180901697574,0.009184574773362906,0.5635259152165839,0.8244529832911457,0.5048203072842103,0.11300923436048584,0.15588791013280406
WWC1,3.432352503217158e-05,0.9617298685344362,1.1049781013475799e-13,7.789490196552948e-10,3.5370217289573914e-45,0.0013548406665970592,0.045630073743657976,0.2416134819490635,0.20683092142372986,8.114835624125971e-10
C5orf64,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
KIAA1715,0.99875358821529,0.0011497286181779756,4.253967839669057e-05,0.4080965731477902,0.00020693743720714579,0.03318629248966983,0.45104456744427296,0.8745711216353175,0.2559129150161113,0.6083456685723428
TTC34,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
ROS1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TCF21,0.99875358821529,0.7175284828207928,0.999519512745119,1.0,0.930319409632614,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,3.1976894054319185e-06
ELAVL4,9.452389494887932e-18,2.1865254348265e-07,3.0107751083297645e-25,1.2818879225313757e-06,1.2444745746361452e-44,0.0276738537256483,6.465556868094762e-11,0.6475192178323359,0.5751280915670005,1.704927682888067e-06
KLK5,0.5720991779731801,0.9958903942353076,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LOC101926940,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.5686450094778174
CD33,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.16259916679956532,0.21329671126598163,0.998933473743147
ATG16L1,0.003182649130299937,1.1533311018839852e-07,0.999519512745119,0.09003946253036844,1.5655346032462302e-11,0.7012431860539107,0.9110002101162319,0.9999510164979749,0.8823634287687734,0.998933473743147
ZFHX3,5.484111911190842e-16,1.2704470883860878e-12,0.10216644574382584,0.6827929836181117,4.5462245982103795e-06,0.9991874004493209,0.9999768616410615,0.9189540625225728,0.18093158676632162,0.8018331000082248
KRT8,7.998737079341326e-39,4.1696880605999356e-66,0.00020114071254523157,0.5507861099308305,2.274132953481119e-202,1.6877026871822449e-09,4.4044445217473786e-10,0.008954486822562698,0.0017455123458126522,3.7437523684410723e-31
SLC5A1,1.0990711285782488e-11,8.220645239186973e-21,7.237777592603188e-07,3.3204375274814614e-07,0.09949036439156571,0.07109336493887368,0.08120041287471251,0.8277293916449041,0.49299272461259064,0.00013339561291467867
LOC100131655,0.5264079017845518,0.2609186824887962,0.999519512745119,0.8459738881586104,0.6496943764012334,0.9991874004493209,0.8260877630811255,0.9999510164979749,0.999670996610969,0.7021529838033267
OTOGL,0.0035832434784340947,4.52702634415887e-05,0.9634916797805515,0.07767888774692205,8.466940371553994e-06,0.7807037208798265,3.4110635481634174e-07,0.9999510164979749,0.999670996610969,0.42163299968430334
SULT4A1,0.0007899141494041647,4.060205085469462e-06,0.999519512745119,0.52071960653565,2.9101965113932913e-08,0.6091867349593588,0.0004801960756447289,0.9999510164979749,0.999670996610969,0.06485982977368934
NR3C1,0.03414328660554033,1.0124814013720324e-10,2.6102134732194142e-06,0.10514107853154477,0.37252443540790237,0.9991874004493209,0.9999768616410615,0.4885087430286723,0.999670996610969,7.927691903775373e-11
CLN3,7.73958378620008e-07,7.206607960075389e-21,0.012928163541269784,0.6085956090452903,1.0014292416034265e-39,0.8749154734898691,0.06952905667774047,0.9999510164979749,0.999670996610969,0.998933473743147
ANKK1,0.99875358821529,0.905066516231016,0.999519512745119,1.0,0.9842679055183018,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
CXCL17,1.3434457095794747e-105,3.587162695054034e-11,0.0460050830409046,0.32426342945834746,0.33594053812600705,0.7267535225638166,0.0907105149710069,0.9999510164979749,0.999670996610969,0.18766727748490653
HP,0.99875358821529,1.0,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TCP11,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TCEAL7,0.31012427811876087,0.8279719856601552,0.8815081320718537,1.0,0.03126636093031795,0.9029643510178726,0.9999768616410615,0.9999510164979749,0.999670996610969,2.0139916377356585e-13
COL28A1,0.34634518248817175,0.862726192331921,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LINC00029,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
SLC12A8,0.004728017192126916,2.003949153817388e-10,0.01000163575006319,0.18792296363570474,0.0020688579876823464,0.015603590798128321,0.13657465737563884,0.9787423269607062,0.999670996610969,0.014284176850416185
GRM8,0.7312976224736587,0.0993950248142241,0.8424966959735799,1.0,0.22600989105198763,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.8816115980158274
ZNF333,0.1951755496212695,0.9018526410749563,0.28210755937950455,1.0,0.6437467487381009,0.9991874004493209,0.9134224863303648,0.9999510164979749,0.999670996610969,0.011705130739880016
LOC728613,0.7930454269960772,0.4556461210070793,0.4140873113476901,0.25493059541828195,0.00010539445237950772,0.4288869111938477,0.12117973867140905,0.9999510164979749,0.9815347597114447,0.11056870281485572
N4BP2L1,0.99875358821529,0.35427067888210995,0.0004841110420489062,1.0,0.09591921487022066,0.37752496110189265,0.7203146976943592,0.7453040156259072,0.9786333226695997,0.6449778017336574
DENND4B,0.4602973738953378,2.1633211254622043e-05,0.00022373874291558728,0.04722680554381763,0.02776683519373252,0.19932258570409445,0.020271151251789195,0.9999510164979749,0.8652041958561761,0.10210683804110278
SNAR-H,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
OR10AD1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TTPA,0.8296593953912179,0.6223575380681188,0.999519512745119,1.0,0.20777866117732077,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
SYN1,2.1395051128477337e-17,2.307072769948844e-37,0.0004354093119191026,0.5141408117778347,5.46959640955857e-40,0.0341586468499532,0.07021840444862462,0.9999510164979749,0.6037171245196427,0.0020292137192555655
LINC00675,0.10166338474621668,0.7457241143262883,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
DCTD,0.023369735907473793,5.764165281412904e-07,0.03239780068971162,0.22536818089480304,7.912785827305858e-22,0.8188601316701093,3.113550993123291e-05,0.9999510164979749,0.9224029656984675,0.000154209403737051
SNW1,0.3703437461296593,0.00040454413828138884,0.20353543237399177,0.08810061945146455,3.1533499322568475e-08,0.8391615443910512,0.5069416395061404,0.9999510164979749,0.7982841115509131,0.083975267174178
OGT,6.513874477045199e-08,1.9889451660712362e-23,4.8936036826968486e-06,0.2810070845015398,8.950403602811136e-07,0.01235888012262334,0.15597033393459891,0.9999510164979749,0.999670996610969,0.23417491241809185
MIR4427,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LOC440434,0.007769809577842652,0.9984213551874129,0.05074204886309158,0.6544695583359437,0.07755097908875087,0.1403463915958311,0.8872337660374723,0.9999510164979749,0.33775414350703914,0.10741507818955628
KCTD19,0.8375793622816878,0.9339189539179956,0.999519512745119,0.6014335032000511,0.9527000060573625,0.9991874004493209,0.9793830483067935,0.9999510164979749,0.999670996610969,0.998933473743147
ZCRB1,0.4396065117877131,0.0005948056754159485,5.099277720528016e-07,0.4462958525122631,0.07044986443373102,0.9991874004493209,0.10613002783735326,0.9999510164979749,0.999670996610969,0.998933473743147
HMCES,0.03625534115004028,0.2541994009089243,0.6878497809709037,0.9209124437879146,1.1145819468427719e-10,0.4833478119526048,0.08464355784570281,0.9999510164979749,0.6818333103802016,0.29495250217689195
SNCG,0.99875358821529,0.5501970730015712,0.999519512745119,1.0,0.398072240794946,0.0020831903715488533,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TMED6,4.620814768876585e-16,7.230004247679653e-09,0.003754057098349851,1.0187135204756153e-12,1.9748128175153524e-10,0.20560571657316934,3.7507275168515125e-07,0.643891400488759,0.3651335577521817,6.357960022908654e-06
SRRM4,0.99875358821529,0.9850990362463077,0.999519512745119,0.8234650638786617,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
MRGPRF,0.99875358821529,0.7175284828207928,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.0013353481177166215
ST3GAL3,0.004340318142841249,2.415262009774259e-07,0.1785389263150679,0.2905879556549491,8.108829159619707e-05,0.2733857068738152,0.9999768616410615,0.9999510164979749,0.999670996610969,0.5197204502750922
MAP3K10,0.011327835156156294,0.5986578478362514,0.8867606543979062,0.7602149659830609,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
GJA5,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LNX1-AS1,0.9965405317290812,0.9569529340506714,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.7056646140803333,0.9999510164979749,0.999670996610969,0.998933473743147
HAND2,0.99875358821529,0.571742594912449,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.0001547910492896528
CELF3,2.05280035519072e-31,1.8503739261612727e-83,0.015685105257111864,0.30596847454059034,2.8362111003513453e-80,0.002794362210506344,5.411100437095779e-07,0.5468550402885547,0.12781318909452188,2.2438945612252478e-11
HRH3,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
ATPIF1,0.4165696722076812,6.68496372820374e-08,1.2173142978853282e-05,0.26792244922538305,0.007290502241118555,0.8862494421093876,0.047957953105586135,0.9999510164979749,0.2790326091367962,1.5367960286363355e-13
SMIM2,0.99875358821529,0.9709131024841923,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
ZNF295-AS1,0.012273069036600135,0.15444725106675844,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9915611082687137,0.9999510164979749,0.999670996610969,0.37215446306396216
DRD1,0.99875358821529,0.9437058329655373,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LSG1,0.00030185359863999146,1.6210645824940052e-18,0.37164814475693103,0.5710181925012671,1.528726879154327e-32,0.5277982288160348,0.057930749860639875,0.9999510164979749,0.6905081863094662,0.8777258507990201
PPP1R32,0.7945947756527444,0.03680715998290116,0.8784396995884929,1.0,0.13375544981830828,0.9748600595747186,0.7645584343078042,0.9999510164979749,0.999670996610969,0.9214161877145569
FHAD1,0.8070699304226953,0.970520891799137,0.8338497625115183,1.0,0.7540381259664715,0.9991874004493209,0.9307607821001537,0.9999510164979749,0.999670996610969,0.3600443072073645
SNRK-AS1,0.99875358821529,0.8970507212215839,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
COL5A1,0.41240898309839075,0.016089288358663044,0.4983269510480943,1.0,0.9989930693096231,0.8501633613234025,0.7488981271119666,0.9999510164979749,0.999670996610969,2.0895964698685928e-41
LOC101929715,0.9588536885224594,1.0,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LINC00629,0.99875358821529,0.8843522668441965,0.8540143575226997,0.6905314349263977,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
SPAG16,2.320116427512146e-06,0.8656749967170243,0.3210677156070312,3.909205878015064e-07,0.9989930693096231,0.04701982017549566,6.188086858501962e-05,0.30154163508643556,0.09155911257448292,2.1612248538147144e-06
GPR62,0.99875358821529,0.6488427171951432,0.999519512745119,1.0,0.8453066965467085,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
NEK7,0.019236492984149763,0.00014045534298235714,8.9680643767642e-08,0.7292875930404155,1.1423495497269613e-13,0.715222988227414,0.94952560654885,0.9999510164979749,0.925563243019088,0.7066301418887566
LMO2,0.0010943254002939475,0.017765942175779297,0.0006952732482442567,6.569390881587709e-10,0.011165352085676239,0.8549260639437128,7.425876783457456e-05,0.9999510164979749,0.999670996610969,0.43066520105435574
SUGP1,0.99875358821529,0.014737143569398392,0.48207402225030027,1.0,0.002904229765867613,0.9991874004493209,0.23012587294587206,0.9999510164979749,0.9206816077394527,0.8639034798001548
IER3IP1,1.25769371435158e-17,1.6835319897484965e-23,0.006704015937668583,0.5955236995036777,1.1184201048433906e-10,0.26757201629160615,0.04612700020276299,0.601349144415414,0.27972990910835893,0.9794036305030198
TWSG1,0.001966550391661253,8.587928762717844e-05,0.02760655508867221,0.0004898884795316763,2.841278605640581e-09,0.12876146419055418,0.016264065454128007,0.9999510164979749,0.6547737845696624,9.597098951832777e-13
STXBP3,0.99875358821529,1.278414011177722e-10,0.265764162595971,0.4136157804315588,7.419246774728441e-43,0.9991874004493209,0.0013889992065865143,0.9999510164979749,0.999670996610969,0.998933473743147
RPL29P2,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
SSBP3-AS1,0.9124005143217294,0.49268563992080283,0.9677823754865185,0.9811141891674994,0.4226397463078878,0.9991874004493209,0.2292623076674114,0.9999510164979749,0.999670996610969,0.998933473743147
C8orf76,0.2561298941773776,2.1847677727604783e-06,0.999519512745119,0.4939605905882099,0.0020885789808959363,0.24817882268075994,0.027985074385346663,0.9999510164979749,0.999670996610969,0.998933473743147
PTPRO,0.99875358821529,0.9313480943187328,0.999519512745119,1.0,0.8587984201120117,0.9991874004493209,0.9999768616410615,0.4095257626871085,0.999670996610969,0.998933473743147
KLHDC8A,0.0013867429959506128,0.9984213551874129,8.171932023177181e-23,0.10050597726375357,6.323765255439714e-07,0.3729573529430965,0.018000269765489272,0.9999510164979749,0.999670996610969,0.06769550058428654
TMEM204,0.7924266018619575,0.0331574493525951,0.6745199697933756,0.99764337202172,0.28533720207362884,3.9149021434701e-08,0.8280642398225679,0.9136732141023176,0.999670996610969,2.30229426941852e-27
SMIM2-IT1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
ZNF487,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
DDX25,1.1968255709024283e-11,1.965585116001854e-20,1.429497423509164e-07,0.5993867433977387,1.4048655710144966e-25,0.22942474113958314,0.3614476164373486,0.9999510164979749,0.5206637809529305,9.466464717657039e-05
CPSF7,0.5458746830453248,0.9984213551874129,0.2532322588188892,0.056495522573802075,0.0009308380976431535,0.5184249192987395,0.9999768616410615,0.9999510164979749,0.7764528363791157,0.998933473743147
MIR100HG,7.413173502954023e-05,1.1317649773304035e-25,0.001525312062627114,0.015783773883291493,0.13835931298595253,0.5127415349925535,2.1211617610918144e-23,0.9999510164979749,0.9600515172807812,2.61666840713684e-10
RORC,0.1688794951751755,0.0014326206068765463,0.967545962849375,0.0013516293077615502,0.9989930693096231,0.04447573125513666,0.6443494515020007,0.9999510164979749,0.4301747816210527,3.385050485438612e-05
ONECUT2,0.22292481839272593,3.611737818720271e-26,0.0007245775790421239,0.03588869400868653,1.5388244669524294e-141,0.22542630251178516,0.0012757872935101131,0.9707807543109667,0.6077036021681382,0.0009140078137098183
DARS,0.037284850751764013,6.202853804099369e-24,0.0011392850579099848,1.0,8.576335823476754e-21,0.0876980029070841,1.2748366984642145e-06,0.9999510164979749,0.8549036518571378,1.0399732584600554e-08
PLIN4,0.4007073934609649,0.47993140564097636,0.999519512745119,1.0,0.33350645007420104,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
SSRP1,0.04937876134686105,0.00020962480262533682,5.521862429317617e-05,1.0,3.013116339271756e-06,0.9991874004493209,0.06630792011886676,0.4172945592858592,0.999670996610969,0.018804393410819128
CRYAB,0.08792619394229773,4.9489068996406656e-17,0.0013452186384684294,0.042016580786232084,6.441329809571783e-53,0.5912136983760538,0.0034628750522428687,0.9999510164979749,0.999670996610969,0.0002822097671802403
CACNG5,0.99875358821529,0.8015325692547952,0.999519512745119,1.0,0.8631134474179866,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TPTE2P6,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
OS9,1.9019535053657892e-07,6.813031466230547e-13,0.999519512745119,9.206104147846152e-12,0.06107090584180269,0.25713182518809147,0.0028022767159128206,0.9999510164979749,0.5757138401302762,0.998933473743147
PEAR1,0.40768335364711616,0.18750499341851623,0.7772236109516094,1.0,0.4711271207348879,0.007729085488875217,0.9999768616410615,0.9999510164979749,0.999670996610969,0.39916504393663427
ARL16,0.01307506684285593,2.493573437692645e-09,3.021624758676092e-13,0.9133909238743839,0.005712996538015466,0.9991874004493209,0.10172683610499932,0.5422349864518224,0.999670996610969,0.8674901676942582
DNTTIP1,0.00371933754454177,0.0033033782788139602,0.0014006605593491264,0.2666052825480486,2.027715758607914e-14,0.9991874004493209,0.0012784029457504123,0.9999510164979749,0.3496718752871255,0.010401697340986773
GFRA1,0.4745548082786374,0.000544033227038574,0.9834664037285586,1.0,0.08102469714741467,0.9991874004493209,6.742014493093398e-15,0.9999510164979749,0.999670996610969,0.998933473743147
GLT8D2,1.011399204414789e-05,0.03725293298833045,1.0764848937181236e-06,0.00046847137938004727,1.6077164001225822e-15,0.8472281352757316,5.517856319404956e-26,0.9999510164979749,0.999670996610969,0.998933473743147
TMPRSS7,0.3972648933244039,0.8711060771791974,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
GSTM4,4.09693153813168e-11,5.613459753679081e-31,0.11826916258899806,0.34429821038446035,6.1126530866377515e-55,0.017961667170727696,2.8731423656174158e-05,0.9999510164979749,0.43256146348904123,0.0015504742751083049
SNRNP27,1.1217885099477285e-10,0.2660341261486967,5.5443035927106295e-09,0.921133669705168,9.75284010943792e-07,0.6328708904067677,0.0002838312902048909,0.9999510164979749,0.999670996610969,0.998933473743147
SLC25A5-AS1,0.8250117290590238,0.9984213551874129,0.9480691804712512,0.9439073273071533,0.9009757600938523,0.9376272156481809,0.8911005672040417,0.9999510164979749,0.999670996610969,0.831630769692033
SLC25A48,0.7044863907036804,0.9421364082212983,0.999519512745119,1.0,0.9198855055073802,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
ZNF418,0.08772010359760056,0.20440184043868867,0.5076378803799617,0.9252185114259759,0.3719558920195198,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.9242232320728053
LY75,0.0011102059028725506,0.9396518492874198,0.999519512745119,0.5079504476473277,0.8357388022187309,0.96590010709256,0.047277584416606545,0.9999510164979749,0.999670996610969,0.4834149520324377
SCUBE1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
ACADM,1.1840367835631803e-09,1.1315966621554254e-12,0.999519512745119,0.6640789844405197,7.0257260049895126e-12,0.7140372572664898,0.9999768616410615,0.9999510164979749,0.8053865845011022,0.33029777973468094
