"","UKB_460K.body_BMIz","UKB_460K.cov_EDU_YEARS","UKB_460K.lung_FVCzSMOKE","PASS_Intelligence_SavageJansen2018","UKB_460K.mental_NEUROTICISM","UKB_460K.bp_DIASTOLICadjMEDz","UKB_460K.blood_WHITE_COUNT","UKB_460K.body_HEIGHTz","UKB_460K.other_MORNINGPERSON","UKB_460K.repro_MENARCHE_AGE","UKB_460K.biochemistry_TotalProtein","UKB_460K.body_WHRadjBMIz","UKB_460K.lung_FEV1FVCzSMOKE","PASS_ReactionTime_Davies2018","UKB_460K.biochemistry_Creatinine","UKB_460K.blood_RED_COUNT","PASS_BDSCZ_Ruderfer2018","UKB_460K.blood_PLATELET_COUNT","UKB_460K.bmd_HEEL_TSCOREz","PASS_SleepDuration_Dashti2019","UKB_460K.biochemistry_IGF1","PASS_GeneralRiskTolerance_KarlssonLinner2019","UKB_460K.biochemistry_AspartateAminotransferase","UKB_460K.blood_RBC_DISTRIB_WIDTH","PASS_Insomnia_Jansen2019","PASS_Height1","UKB_460K.repro_NumberChildrenEverBorn_Pooled","PASS_AtrialFibrillation_Nielsen2018","UKB_460K.biochemistry_Testosterone_Male","PASS_BMI1","UKB_460K.disease_HYPOTHYROIDISM_SELF_REP","PASS_AgeFirstBirth","UKB_460K.body_BALDING1","UKB_460K.biochemistry_AlkalinePhosphatase","UKB_460K.disease_ALLERGY_ECZEMA_DIAGNOSED","PASS_DrinksPerWeek_Liu2019","UKB_460K.biochemistry_Phosphate","PASS_MedicationUse_Wu2019","PASS_BreastCancer","PASS_IBD_deLange2017","UKB_460K.biochemistry_VitaminD","PASS_MDD_Wray2018","UKB_460K.biochemistry_Cholesterol","PASS_ADHD_Demontis2018","UKB_460K.biochemistry_TotalBilirubin","UKB_460K.repro_MENOPAUSE_AGE","UKB_460K.pigment_SUNBURN","PASS_NumberChildrenEverBorn","PASS_SCZvsBD_Ruderfer2018","PASS_Years_of_Education1","PASS_HDL","PASS_LDL","PASS_CigarettesPerDay_Liu2019","PASS_IschemicStroke_Malik2018","PASS_Anorexia","PASS_Alzheimers_Jansen2019","PASS_Rheumatoid_Arthritis","PASS_Ever_Smoked","PASS_ProstateCancer","UKB_460K.cancer_PROSTATE","UKB_460K.cancer_BREAST","PASS_Type_2_Diabetes","PASS_Autism","PASS_Coronary_Artery_Disease"
"M.cells",2.32347471064,1.27072006815,3.21375744854,1.79846384566,1,4.44345250213,6.94980606871,5.10198454371,1.28075039423,2.06574817901,9.23303572969,4.32811144618,3.91719557422,1.76013109389,6.22512717998,9.00726274631,2.69061722261,9.91826545684,3.76441794332,1.21513248711,5.50255715288,1,8.30164858058,11.6950957138,1.5024859831,5.528421908,1.40947739431,5.28962016314,7.72054428337,2.29874797183,7.81839619879,1.57546453405,3.04026998333,9.95736334849,6.37997723176,2.4949486963,6.68639842639,2.80486140314,3.87474054317,10.8143833522,4.28137083109,1,9.15985192027,1,9.94381448513,6.20454993983,3.33145105876,1.89258823185,3.03886491943,2.24892912555,10.0852606164,10.994520365,1.90410381396,3.30748095743,1,10.5716694188,8.04208586998,1,8.601040142,6.47769520501,3.98764632681,4.9750611273,1,6.03327326421
"Macrophages",1.4374885439,1,2.03483193104,1.13270318679,1,4.51486565635,9.26449146321,3.69171415113,1,1.30985883748,12.5782341133,3.66787497016,2.69743572162,1.76659200386,4.76115291929,8.0095547733,1.75746910325,10.5518451518,3.00806834832,2.07608003522,4.11897240392,1,9.63029547827,9.51379332774,1.44176786723,4.10706023394,1,5.20634062775,5.72001874737,1.58401218362,11.8652507056,1,1.40910381624,9.10760474388,8.62732404193,1.47025386248,6.17434954847,2.19329772546,5.10833134705,15.4144275752,2.64540598083,1,8.76472282071,1,9.23600619093,3.95076441137,1.93707850848,1,2.06473702865,1,9.19624314418,8.71058557152,1.23759958409,3.66209048624,1,14.9249293219,10.5810049033,1,6.45412251681,4.76510130577,4.13768687908,1.56493606533,1,6.20513952985
"Microvascular",1.47484969213,1,3.34718186234,1.48993443643,1,5.54208941227,9.90370850432,5.77080843545,1.25369659241,1.68962577262,11.4607995998,5.09722685193,4.73289736492,1.86150268807,6.76316222272,9.83248101691,2.01523831639,11.5750049289,3.97000002146,1.59182707078,6.18981555563,1,9.95014841068,11.580685055,1.78282699413,6.67893159561,1,5.69325172034,6.95194225801,1.64549882697,7.02695115363,1.2013988948,2.59514989103,10.0546037447,5.69305309432,1.78565954558,7.02373668229,2.52870900425,3.3051729199,10.8098289621,3.29037676944,1,9.89802245611,1.42789117521,8.04987918087,5.02839176801,2.90494568591,1,3.54519758721,1,8.37532961171,10.4581946672,1,2.31418938587,1,10.8022504279,8.24373252393,1,10.2732312561,7.04136254058,3.32539798163,3.26023063928,1,8.57706704313
"MT.hi",1.11003829189,1,1.97004485965,1,1,4.36683145183,9.33409769278,3.15233565925,1,1.64689669301,8.5889118337,2.06459478941,2.50364542653,1,3.81425199739,8.82463449355,1.99665765158,5.67315226253,2.66367592335,1.19711078269,2.85314713125,1,5.98670713062,9.11921405919,1.34495939548,2.76131509423,1.18096637185,3.83387023201,5.31936316453,1.23183253871,11.7502026386,1.16538875659,1.93618458087,9.20349410916,11.6381890016,1.49957948198,4.33459713111,1.87746396181,4.02671151621,10.1778251796,3.02290163801,1,5.5361119369,1,6.12406610203,3.20365128424,2.43942369957,1,1,1,4.91073512983,7.9935565746,1,3.42751005626,1,5.11414290728,9.36474953727,1.8771925406,5.09248400574,2.82735210642,2.28516966618,1,1,1.7650715491
"Myofibroblasts",1.82221010341,1,5.22879994375,1.10763590732,1,5.84490898274,7.42888604195,8.1998341757,1.63687409049,1.43541842352,10.5781100311,5.90465853073,7.1069014657,1.41004486127,6.47442379221,5.96608740339,1.36255037199,10.4795379887,6.94928506137,1.91769950454,4.87282999112,1,8.5842710978,9.12123113861,1.15612861122,10.3705319902,1,7.72053344453,6.15666555448,2.9081774234,5.61148281435,1,3.58617571129,10.1774711495,4.24218862707,1.69589337527,6.64328591116,1.4247589379,3.73565592158,8.16452476757,3.53163023761,1,11.0124305295,1,6.16118181513,4.34785501208,3.49899831503,1,3.16759703967,1,8.89782186873,11.0328391577,1,4.78578198466,1.29569604701,10.4158992963,6.38840621367,1.23770574713,4.5826058654,6.59974758343,2.13077415556,5.28116511767,1,14.0163323694
"NKs",1,1,1.35969861624,1,1,4.20782419086,10.5977697053,3.48213123015,1,1.45869103839,9.02250252663,2.25990896416,2.52699688988,1,3.34989834257,9.38819275484,1.12763758459,7.37592733609,1.89120639938,1.11033167059,2.63912583779,1,7.16863248071,10.1026677008,1.12059187298,3.82651392639,1,3.48653422234,4.30613102963,1,14.583546776,1,3.47316190369,7.54897931745,10.5757498829,1.14103958406,4.020953231,1.36647961344,5.61297903109,18.5341002075,1.8245239935,1,5.22772882062,1,5.91088185226,2.17020611715,1.52918128342,1,1,1,4.15630982841,7.45031579333,1,1,1,8.12892748223,13.6217569273,1.8650500959,3.3235166601,2.48030794568,6.98747031312,1,1,1
"Pericytes",1.54117853249,1,3.22173136877,1.45168107847,1,4.7168673409,8.53869381887,5.99707369338,1.33933499693,1.10300330478,8.43888496582,4.54143598811,5.22900552981,1.94848631127,6.77397892144,6.3536278976,2.3387205368,9.54426376644,4.67959272044,1.52011478736,3.30630503062,1,8.56171379409,9.06178570275,1,7.57921641519,1,7.67354052242,4.07732420787,2.95502230566,5.6694543574,1.75511457092,2.10802186026,11.5907177013,5.08109725018,2.6488002222,5.37822224888,1.43648462615,3.52487447211,8.25743217139,3.55991373304,1,12.2693584981,1,6.57494431893,3.41462839652,4.22213726874,1,1.59377702653,1.2656612828,8.93298298392,11.3413657788,1,3.53099884984,1,10.8928400713,5.9535124713,1,3.11904681636,4.53628303385,5.4769550718,2.72688659119,1,11.6945341165
"Plasma",1.9704323646,1.34791298788,3.25352104416,1.70034628952,1,5.48073948578,10.0214583261,5.66747463683,1.5297021183,1.72441150378,14.3569761868,4.92163207194,2.89725452433,1,6.39185239147,9.59092077599,2.45773333522,12.4180175211,3.29924885292,2.16966720331,5.11418735222,1,8.49497543479,12.8881429766,2.05729031922,7.07770911831,1,6.17742950115,6.71744804633,1.81146519254,11.4480858861,2.68550640689,2.94739328745,8.93405186027,7.6074861087,1.27855159692,7.70953159615,3.31767099665,6.35303633685,15.770933304,2.87196492442,1,9.20214999775,1,5.84638693862,7.94397864121,5.97843247222,1,3.14399098185,1.1325461042,7.56377447013,10.6859272247,1,1.11548959087,1,11.4762865115,13.4465266168,1,7.07762550664,4.32425716896,4.14804122813,4.36982563798,1.45026117904,7.85151617615
"Post.capillary.Venules",1.4085012637,1.18121473805,3.35780130008,1.2020658288,1,5.15633384273,9.66231834837,5.42762967938,1.27383554116,1.35552283783,10.5359272961,4.8844891383,4.82851390359,1.73768995847,6.00857284946,8.836770935,1.47095820424,10.8348533026,4.17139163491,1.16303399033,5.48100436777,1,9.75706159188,9.97333787345,1.23238872823,6.91575125892,1,6.31642952618,6.35511660182,1.6840727827,6.49359572525,1,2.52893787532,10.4552365982,5.31705792532,1.9357512448,6.56586117237,2.16103709523,3.19043617826,10.47670389,2.95955123875,1,8.3708874662,1.46387779004,7.36150523197,4.20367214059,3.00231026358,1,3.07761111864,1,6.00952178623,8.24745537171,1.71762550983,3.36921274733,1,11.0073479024,6.3469444593,1,8.09158287176,6.16939270202,3.10020191281,4.34498734673,1.58001347461,6.99533002066
"RSPO3.",1.47322575751,1,4.44393408511,1,1,5.85220715421,8.6759555736,8.0743592861,1,1.76798343973,11.1417216822,7.19984826351,5.5584720277,1,6.48492973846,6.923815,1.28685494948,9.33401727955,6.09251012131,1.58943260543,5.85514392215,1,9.47271499203,9.60260738828,1.24473055952,9.42914140091,1,4.20855715156,6.97707989869,1.65828115221,5.46796675223,1,3.20872905482,10.9768053205,5.11951801082,3.37499221826,7.74593221121,1.46884301171,5.85593820091,10.5200057604,3.95950090361,1,11.5720563491,1,6.89336819928,4.1388744541,3.5091470428,1,3.51059019348,1,8.06366373042,10.6319183095,1,3.19988564802,1,10.7134045873,4.49402736084,1,4.90656004082,6.02091738883,3.59873075486,2.86917024744,1.36871954414,9.59301872812
"Secretory.TA",2.4354649518,1.53546685604,3.52975471293,2.23587202354,1,5.26900716059,7.70849423715,6.2920891022,1.84081742104,2.27618038625,9.40389014542,5.01589045823,4.64690817565,2.39640554094,7.37260666573,10.8875513174,3.19033969901,11.0920674462,5.08341415116,1.62874624269,6.11865214433,1,8.87076802937,13.7644459697,1.93203223557,6.8082604747,1.41575999596,5.64004020041,8.05834272058,2.62534539415,7.53189078943,1.92420505578,3.94537364874,10.2300835205,5.94761962875,2.80374406739,7.21943743618,3.19579588597,5.57510801121,10.7602279887,4.23733509212,1,10.3014782215,1,9.95664699398,7.66671105051,4.81284043004,1,3.90018263408,1.89759081378,10.5200611545,12.9441451771,2.24796724682,4.30008524842,1,11.6328204084,7.57291912586,1,12.6812010394,8.13318976653,10.4198818831,6.18357445182,1.40688489101,7.03108304778
"Stem",2.41368183319,1.41973514749,3.39804992679,2.12156041128,1,5.08621007741,8.0607916295,5.94996256993,1.83567579247,2.17442276217,9.33157372685,5.08843054971,4.16312463543,2.57097899259,7.66534040294,11.4948722596,3.21697260026,11.1407455162,5.19411333986,1.6676516675,6.09285150846,1,8.7399930183,14.7353729692,2.01691706336,6.37924273644,1.31530541787,5.57719189341,7.85805206073,2.42532343066,8.17049596261,1.56719426337,3.78508070664,10.055564751,6.02699913759,2.72198092449,7.43153476862,2.74563522462,5.00483948171,10.8223571521,4.27506444996,1.14118233773,10.1810185493,1,9.42288733888,7.72100744372,4.36741716806,1,3.81696109177,1.89541067953,10.693918654,12.5003164068,2.26038576927,3.44176581984,1,11.8048296614,6.6528598642,1,11.9539075511,7.5784851328,5.81101273238,8.13563285369,1.57474521385,5.94720508498
"TA.1",1.1358260312,1,1.61976096637,1,1,3.34241021974,4.84448158882,3.24962839503,1,1,4.10095413876,3.2767558876,1.6356174152,1,6.08958232029,4.70971301264,1.13797231743,6.60550286974,1.10732296452,1,3.39720183568,1,4.75685228681,4.07359783956,1.79372280534,2.56481624407,2.28638767828,2.97985127622,6.77098792713,1,4.16377115432,1.29482435183,3.26181374109,13.5560640218,6.17242319876,3.21745099327,5.47265922008,1,4.64390145424,10.1833763868,5.90164889416,1,7.10525286602,1,6.58361930745,4.20133147705,3.57154357908,1.25873002057,2.98070144262,4.60125418302,16.5002215188,8.682529011,1,3.45337379922,2.72620687379,4.47461789714,8.97835607005,1,6.23909234044,3.36403071255,2.15653413129,1,1,1.30957758087
"TA.2",2.14335022456,1.33309195111,3.4365126758,1.92193659575,1,4.98142381034,7.57520362049,5.85024503182,1.62147302367,2.09581750759,8.799765485,4.69346918078,4.53013478077,2.03608571945,6.95029862898,10.3630474224,2.89377753814,11.0099967158,4.9205681095,1.40367651254,5.70647419562,1,8.45095214871,13.3528365781,1.7391976216,6.38747976388,1.16188720859,5.62677960163,7.80252290067,2.31848778551,7.53172171773,1.99403156483,3.7621098034,10.0203784165,5.83597649282,2.47765314245,7.09245018027,2.75766204725,5.51819734307,10.468712402,4.31683537616,1,9.93794371682,1,9.64526997564,7.20702178868,4.15685275133,1,3.77203857578,1.60677821043,10.2371847623,12.7556352868,1.73153593673,4.37113583655,1,11.1957017023,7.88621682271,1,11.482164295,6.81864246577,9.64025024834,5.33390717856,1.19897304947,7.60770171956
"Tregs",1,1,1.65928702931,1,1,3.50435708751,9.73514306762,2.87364525581,1,1,9.50970233578,2.08298539737,2.66271821707,1,3.12978892986,7.43149182254,1.62886142045,7.32634128539,1.8434605996,1.22964659152,3.29848297648,1,6.47688409612,6.89156420648,1,3.01829141702,1,3.98033129992,4.22485792329,1,21.1959491979,1,2.82967775519,5.87256503562,13.3992431363,1.30367364854,4.74464720542,1.76089407603,4.7724569558,17.5121271725,1.85293357162,1,4.68143007782,1,5.79956642915,2.61246647592,1.54409419511,1,2.21478837908,1,3.0777188756,6.03993982006,1.19869556662,2.29622721878,1,5.49840528096,18.7702546836,1,4.69974801396,3.69416022366,4.72707987554,1.59138922027,1,1
"Tuft",1.87504329244,1,2.41807229359,1.16271883081,1,6.44754372292,6.86808766907,3.56935730823,1,1.59197002419,7.41093877546,3.11232877527,2.94700175378,1.8201375745,6.5703192584,8.2541024946,3.07627841037,8.71948636425,2.1470041089,1.13324664334,4.40580710017,1,5.84636210225,8.73196544659,1.87189324007,4.36218492656,1.54900015203,7.19883855035,4.82103964215,1.18564895687,4.67069799989,1,2.58074201926,7.63608230036,4.61826261019,2.60938060929,4.9089535158,2.69848337841,4.38182605736,8.9151615702,4.52424650701,1,7.9685136434,1,7.47930760383,7.02102636668,2.13247546986,1,1,1.61931688472,8.46508621135,10.4553144757,1,3.94139413147,1,14.0732215262,6.12154019867,1,7.32398948791,9.4198810013,4.3232023291,5.06442138724,1,4.37829685618
"WNT2B..Fos.hi",1.6254104603,1.13886231181,4.57617414198,1.56833856266,1,5.32544746191,7.76888228108,7.76693837837,1,1.70273452848,10.7234949952,5.99527584377,6.07526348741,2.01174287903,7.74293774401,8.04216774212,1.8914604334,9.83534929462,6.42334894621,1.70815946127,6.1624192288,1,9.90972079212,10.420937918,1.22477789134,8.66443186709,1,5.90387905714,6.15012475995,1.99213449391,5.81957584748,1.23654054266,3.27840039116,9.47317622844,5.42107032217,2.74596898733,7.49393977294,1.83917270832,5.78956764887,10.1936514074,3.33277263116,1,10.225412361,1,7.46809889864,5.2193506363,2.3828164554,1,3.56935154553,1,7.28797176817,11.224516975,1,4.17300245058,1,10.0173239192,5.39119327918,1,6.74372189182,4.8135162182,9.14804273798,3.45836389422,1.75040688107,9.91753017216
"WNT2B..Fos.lo.1",1.69056402268,1.17536083158,4.65072083825,1.5025566301,1,5.36158987125,8.00711447805,7.72118885985,1.15449014516,1.72917192741,11.0797653605,6.04754649275,6.08977167885,1.96198277092,7.84178683155,8.49588224612,2.09208680607,10.7335226914,6.49479673038,1.89684562891,6.01652168856,1,9.64705939545,10.8667022867,1.31252158778,8.78915846056,1,6.02412148844,6.36896620054,2.33909878564,5.78680899595,1.48542384482,3.32416491212,9.74833807837,5.14865201911,2.74255297703,7.99733751946,2.17606113478,5.21835975813,10.1402638553,4.06378605805,1,10.6727046494,1,7.89383757432,5.24042181677,2.56403862032,1,3.77657676941,1,7.99692331458,11.5736513136,1,4.10196989669,1,10.8351976747,5.79903838235,1,8.14244976469,4.75792547331,7.4955441464,4.45176006162,1.7501059866,10.027661433
"WNT2B..Fos.lo.2",1.43831768521,1,5.09722221146,1,1,6.42197025028,7.54760818344,9.37766155645,1,1.50833329869,9.8329544069,6.56717466612,6.54013528633,1,7.57986984036,5.71613788662,1,7.87943154362,6.01616467234,1.29839868594,4.47628624856,1,8.26179817361,8.65489852187,1,10.8781227457,1,4.1935460995,5.60452523044,1.89985271781,4.41014139209,1,2.70816880623,12.8892288218,4.49282812268,3.93382997201,7.63785936436,1.23697910011,7.6401474202,8.76392149331,4.11233827054,1,10.7145555158,1,5.86072852919,3.20596609699,3.67554691071,1,1.11342071859,1,7.73017700024,9.78094658917,1,5.69446631346,1,10.7998314235,4.51469500918,1,4.9644648148,9.82598667938,5.79102145306,2.04243575271,1,10.3657493864
"WNT5B..1",1.72810613893,1,4.61071275795,1,1,6.23854927528,7.18098312021,7.94278930246,1.23064860628,2.21357035229,9.59015564727,6.11644060709,6.06103955502,1,6.90930978244,7.71152396877,1.51921792933,9.85027119642,6.85515762897,1.57653134583,5.06215323789,1,7.97100367179,10.4494349856,1,9.68014928307,1,5.93928899621,5.49125760289,2.67442040483,5.18356969649,1,1.99181499252,8.67445969468,5.14236716782,2.35894906846,5.86214078167,2.92053368666,5.00389027562,10.3248543333,3.80795795049,1,8.10633096311,1,5.8848131872,4.13738019691,1.8169003132,1,3.26702151037,1,7.40274705931,8.62460816283,1,4.27131989241,1,9.87526278454,5.76888458834,1,6.86476829915,6.03189612416,2.47707048951,3.50964832463,1,11.5623272526
"WNT5B..2",1.71358678038,1,5.00134453612,1,1,6.32607519405,7.10991841465,7.75569271834,1,2.09523791398,10.2834702659,6.16226015343,6.32671148879,1,7.46006235343,7.57622122417,1.30134299857,10.5968505816,6.85400555818,1.62087461078,4.94421370523,1,7.86670570728,9.78567893375,1,9.92020438728,1,6.01695786931,5.6024266707,2.54786452891,5.00536081963,1,2.33782735378,8.58556943895,4.86638343873,2.68851675201,6.08925591555,2.8057221892,4.81575770971,10.0721075046,3.89877230036,1,8.78880040509,1,6.18813328273,3.84454721957,1.55721770484,1,3.24288560635,1,7.47324648994,9.30327478076,1,4.73534020163,1,9.45264225443,5.59553505416,1,7.25057407937,6.02376276356,2.1652252553,4.81900905941,1.79643270731,11.8412210924
